CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
379.5,151.2,0.0,153.9,15.9,1134.3000000000002,605.0,56.0,54.77
153.0,102.0,0.0,192.0,5.065159237430337,888.0,825.0,28.0,33.49
306.8042836782734,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,20.87
397.0,0.0,0.0,186.0,0.0,1040.0,741.0,28.0,56.85
349.0,0.0,0.0,192.0,0.9787027663317068,1049.4643613586609,809.0,90.0,39.3
213.7,98.1,24.5,181.7,6.9,1065.8406100429363,785.4348585058597,28.0,48.4
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28.0,39.66
236.00000000000003,157.0,0.0,192.0,0.0,972.6,749.1,3.0,13.52
339.0,0.0,0.0,198.0,0.0,1125.0,783.0,28.0,32.63
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,31.18
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.94
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28.0,44.3
255.0,20.0,0.0,192.0,0.0,945.0,845.0,3.0,33.4
288.0,192.0,0.0,191.99999999999997,0.0,932.0,717.8,90.0,52.91
393.0,0.0,0.0,192.0,0.0,940.0,758.0,90.0,48.67
375.0,95.0,0.0,126.6,23.4,852.1,887.1,56.0,61.86
277.0,0.0,113.0,194.0,5.9,868.0,780.0,28.0,39.0
200.0,133.0,0.0,192.0,0.0,965.3999999999999,806.2,7.0,19.01
295.7,0.0,0.0,171.5,8.9,955.1,859.2,7.0,11.36
182.0,45.2,122.0,179.6,8.0,1059.4,780.6999999999999,100.0,61.86
277.1,5.426194832129683,97.4,160.6,11.8,973.9,875.6,3.0,12.46
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,9.56
212.5,0.0,100.4,159.5,8.7,1003.5,903.8,3.0,17.54
307.0,0.0,0.0,193.0,0.0,968.0,812.0,7.0,7.68
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,20.08
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,66.82
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,37.27
238.1,0.0,94.1,186.7,7.8,949.9,847.0,7.0,21.82
500.0,0.0,0.0,200.0,0.712684111341151,1125.0,613.0,3.0,13.29
194.7,0.0,100.4,159.3,7.8,1003.5,903.6,56.0,26.86
516.0,106.3,0.0,153.5,16.0,801.0,802.6,28.0,75.5
376.0,0.0,0.0,214.6,2.5,1003.5,762.4,40.81713258871648,35.57
500.0,0.0,0.0,192.0,0.0,1125.0,745.0,3.0,16.89
255.0,170.3,0.0,192.0,0.0,916.8,749.1,28.0,31.9
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,7.75
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,52.91
359.0,359.0,0.0,185.0,0.0,941.0,661.0,3.0,19.2
139.6,0.0,132.6,202.4,8.0,867.0,868.4,28.0,38.89
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28.0,55.5
190.7,0.0,125.4,162.1,9.9,1060.0016548786411,802.6,56.0,48.59
116.0,0.0,0.0,192.0,0.0,909.8,891.9,7.0,10.39
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,31.18
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28.0,30.23
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,27.34
255.0,0.0,0.0,186.22670909021414,0.0,932.0,808.0,90.0,41.37
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,4.78
465.4901542833708,0.0,0.0,173.0,0.0,1125.0,664.8787734993522,180.0,79.99
200.0,133.7,0.0,192.0,0.0,965.4,806.9,3.0,16.11
250.0,0.0,95.7,187.4,5.5,956.9,861.2,14.0,24.39
295.7,0.0,0.0,192.0,0.0,935.4,781.2,7.0,33.7
200.0,133.0,0.0,192.0,0.0,965.4,806.2,3.0,16.11
366.0,187.0,0.0,195.0,6.0,1023.0,729.0,28.0,26.92
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,18.91
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56.0,53.77
313.3,262.2,0.0,175.5,8.8,1047.8,611.8,7.0,15.62
198.6,132.4,0.0,192.0,0.0,978.4,825.5,100.0,50.08
173.8,93.4,159.9,176.5,10.9,1007.3,794.9,3.0,12.73
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,39.49
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100.0,50.6
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14.0,32.72
157.0,236.0,0.0,192.0,12.8,935.7,781.2,28.0,54.6
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,33.05
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,37.96
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,57.6
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90.0,34.56
133.0,200.0,0.0,192.0,0.0,927.4,839.2,7.0,21.06
382.0,0.0,0.0,185.00356481700703,0.0,1047.0,739.0,28.0,21.75
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28.0,29.07
397.0,0.0,0.0,185.0,0.0,1040.0,737.012839036641,28.0,61.24
272.8,181.9,0.0,185.7,0.0,1000.7744171603064,714.3,28.0,26.97
162.0,207.0,47.46601105280254,216.0,9.0,822.0,638.0,28.0,52.96
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,38.61
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3.0,16.5
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,36.396921840225616,33.72
342.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,53.52
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28.0,22.72
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,34.57
289.0,0.0,0.0,185.0,0.0,924.0,760.0,28.0,65.2
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90.0,35.23
313.0,15.0,145.0,196.0,15.0,967.0,816.0,28.0,14.4
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,56.62
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,15.42
349.0,0.0,0.0,192.0,0.0,968.0,806.2,90.0,30.28
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,7.68
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,50.51
289.0,0.0,0.0,192.0,0.0,974.0,775.0,90.0,47.1
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,73.7
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,14.7
302.8,0.0,0.0,203.5,6.0,974.1,803.7,28.0,39.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,59.09
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,74.7
246.8,0.0,125.1,143.3,0.0,1086.8,800.9,14.0,33.19
382.0,0.0,0.0,186.0,0.0,1046.588164597322,739.0,365.0,56.14
144.0,166.0,0.0,177.0,10.0,966.5654436173397,721.0,28.0,56.74
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,38.7
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28.0,36.94
149.0,236.0,0.0,186.0,13.0,847.0,893.0,28.0,56.1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,54.9
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,11.65
202.0,11.0,141.0,206.0,1.7,1047.0,801.0,28.0,31.81
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7.0,13.22
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,41.3
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,66.7
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,25.57
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,36.84
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90.0,56.06
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,31.12
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180.0,54.9
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56.0,53.52
145.7,210.7,0.0,185.7,0.0,1076.2,676.2,43.9502275831585,77.3
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28.0,37.17
500.0,0.0,0.0,200.0,3.0,1125.0,613.2,28.0,43.7
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90.0,33.7
362.6,189.0,0.0,164.9,11.4,944.6871538775903,755.8,100.0,37.42
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,14.0,22.72
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,45.71
143.6,148.8595923975681,132.1,182.5,8.3,842.1,803.7,28.0,33.94
167.0,75.4,167.0,164.0,13.6,1007.3,770.1,14.0,33.12
251.4,0.0,118.3,192.9,5.488962689722829,1043.6,754.3,100.0,79.99
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,35.3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,46.24
184.0,86.0,190.0,189.6829350826932,6.0,923.0,623.0,28.0,33.42
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,17.24
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,32.84
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,46.23
212.1,0.0,121.4,180.3,5.7,1057.6,779.3,14.0,26.77
323.7,282.8,0.0,185.7,0.0,941.7,654.042257826095,28.0,47.71
446.0,0.0,79.0,162.0,11.6,967.0,712.0,14.0,25.46
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3.0,25.57
250.0,0.0,0.0,173.0,0.0,1125.0,613.0,3.0,23.4
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,7.0,17.24
166.8,250.2,0.0,203.5,0.0,975.6,692.6,90.0,33.7
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,37.34
250.0,0.0,95.6,194.9,5.5,955.1,859.2,14.0,26.92
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90.0,29.39
500.0,0.0,0.0,200.0,5.5,1125.0,613.0,28.0,48.79
469.0,117.2,0.0,137.8,32.2,852.1,840.5,72.07830344666655,61.07
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,41.24
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90.0,26.91
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28.0,27.04
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,29.87
295.8,0.0,0.0,185.40271339009473,0.0,1069.2,775.5,3.0,26.92
349.0,0.0,0.0,192.0,0.0,1047.0,805.9999999999997,28.0,17.28
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,34.49
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,43.8
307.0,0.0,0.0,193.0,0.0,1006.787537794469,812.0,180.0,78.8
310.0,0.0,0.0,162.0,10.9,1130.0,830.0,7.0,47.82
322.5,178.1,0.0,199.08446845972955,10.0,986.8,817.2,28.0,29.55
288.4,121.0,0.0,177.4,7.0,907.9,829.5000000000001,28.000000000000004,26.97
349.0,0.0,0.0,192.0,0.0,1056.0,774.0,180.0,39.06
491.0,26.0,123.0,201.0,3.9,882.0,699.0,3.0,4.78
254.0,0.0,0.0,198.0,0.0,968.0,863.0,7.0,9.99
250.2,122.6,0.0,203.5,0.0,877.2,859.2,7.0,14.7
312.7,145.0,113.2,178.8,5.5,941.6,611.8,50.71589834979241,24.1
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3.0,19.11
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,44.3
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,23.35
236.0,0.0,0.0,193.0,0.0,968.0000000000001,885.0,14.0,27.92
318.8,212.0,0.0,155.7,14.3,852.1,781.5,28.0,67.57
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90.0,29.07
152.0,178.0,138.0,167.0,18.0,944.0,695.0,28.0,46.39
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,43.39
251.8,0.0,99.9,146.1,12.2,1006.0,899.8,100.0,37.34
349.0,0.0,0.0,192.0,0.0,1049.7278612941373,809.0,7.0,14.14
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,53.52
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28.0,21.97
203.5,305.3,0.0,203.5,0.0,963.4,630.0,28.0,30.57
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7.0,55.9
425.0,106.3,0.0,153.5,15.710634861584321,852.1,887.1,80.82134426780166,75.5
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,39.27
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,3.0,12.73
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,53.96
335.41070582472923,0.0,0.0,192.0,0.0,931.2,842.6,28.0,45.85
350.0,0.0,0.0,186.0,0.0,1063.5021655425705,770.0,28.0,37.17
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28.0,52.45
310.0,0.0,0.0,192.0,0.0,920.0,820.0,7.0,11.96
480.0,0.0,0.0,192.0,0.0,936.2,712.2,156.44321378437354,61.89
349.0,0.0,0.0,192.0,8.3,847.0,806.0,28.0,41.05
491.0,26.0,123.0,201.0,3.9,882.0,699.0,28.0,28.99
155.0,185.0,0.0,185.0,0.0,1026.0,695.0,28.0,25.1
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,10.22
203.5,305.3,0.0,203.5,0.0,963.4,630.0,90.0,52.2
355.9,0.0,0.0,174.8,9.1,1030.0,753.5,28.0,35.57
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,10.09
382.0,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,25.42
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28.0,68.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,43.89
116.0,173.0,0.0,192.0,0.0,838.2,856.8,28.0,68.3
331.0,0.0,0.0,192.0,0.0,978.0,825.0,180.0,29.55
296.0,0.0,106.3,175.23692933925182,10.4,935.4,753.5,28.0,36.25
425.0,106.3,0.0,153.5,16.5,852.1,803.7,91.0,42.64
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,52.2
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3.0,32.33
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180.0,26.31
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,25.54600940674465,31.27
446.0,0.0,94.0,164.59923122757954,10.516039950781222,967.0,712.0,3.0,9.99
337.9,154.796216906727,0.0,174.9,9.5,936.0,755.8,91.0,64.02
387.0,0.0,94.0,161.2943005288128,14.3,938.0,847.0323455790531,3.0,22.95
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14.0,22.72
369.30235688875126,38.0,0.0,228.0,0.0,932.0,663.4851227233374,3.0,11.65
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,14.0,19.2
375.0,0.0,0.0,126.6,23.4,852.1,893.7,22.85468729921918,23.79
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28.0,25.18
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,15.34
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14.0,29.87
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56.0,64.9
192.0,281.9027744433353,0.0,192.0,0.0,929.8,716.1,90.0,36.84
236.0,157.0,0.0,228.0,0.0,938.2,749.1,365.0,45.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28.0,46.9
157.0,236.0,0.0,192.0,0.0,935.4,781.2,7.0,25.56
182.0,45.2,122.0,170.2,7.789292785427619,1059.4,780.7,14.0,35.23
158.8,259.7,0.0,185.7,6.4,852.1,655.3,28.0,29.79
298.1,0.0,107.0,209.7,6.1,878.4,753.5,28.0,42.13
102.0,288.0,0.0,188.99915713046795,11.2,913.2,846.2217057509109,56.0,33.4
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3.0,11.36
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,26.23
167.4,129.9,128.6,168.4,7.8,1006.3,746.6,28.0,19.54
307.0,0.0,0.0,193.0,0.0,968.0,812.0,176.43733207582335,26.06
446.0,24.0,0.0,162.0,11.6,967.0,712.0,28.0,71.3
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,20.59
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,73.7
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28.0,41.89
313.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,8.49
218.2,0.0,123.8,140.8,11.9,1075.7,792.7,100.0,15.34
333.0,0.0,90.0,186.0,13.9,967.0,871.0,28.0,24.89
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,14.6
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28.0,61.86
213.73941938551093,85.05747216620756,24.5,181.7,6.9,1065.8,785.4,28.0,46.93
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,55.55
387.0,20.0,87.72368556692142,157.0,11.6,1145.0,845.0,3.0,33.4
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100.0,52.2
393.0,0.0,0.0,192.0,0.0,931.2,776.6256125499771,7.0,33.4
102.0,153.0,0.0,192.0,0.0,887.0,927.5758628584109,180.0,32.63
149.0,183.0,0.0,194.0,9.0,1047.0,697.0,28.0,26.92
238.0,158.0,0.0,185.0,0.0,1040.0,734.0,28.0,26.23
393.0,0.0,0.0,192.0,0.0,940.6,761.0529918371553,7.0,18.91
375.0,0.0,0.0,126.6,23.4,852.1,992.6,91.0,54.1
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100.0,54.1
330.24776169162715,0.0,0.0,192.0,0.0,978.0,825.0,7.0,33.31
296.0,0.0,0.0,186.0,0.0,1069.0,769.0,28.0,25.51
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,100.0,43.57
349.0,0.0,0.0,192.0,0.0,1049.5909053327605,806.0,365.0,73.3
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7.0,21.92
295.0,0.0,0.0,185.0,0.0,1055.0,769.0,28.0,52.42
310.0,0.0,0.0,192.00000000000003,0.0,1012.0,830.0,28.0,31.35
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28.0,32.84
159.8,0.0,128.6,175.1,8.6,1001.9,746.6,28.0,39.49
288.0,192.0,0.0,192.0,0.0,937.1900555044576,717.8,90.0,39.09
296.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,15.42
290.2,0.0,103.3,154.6,9.6,961.2,865.0,3.0,17.24
540.0,0.0,0.0,172.9936751897372,10.0,983.337499887418,758.0,28.0,33.42
212.1,0.0,100.4,159.4,8.9,1007.8,903.6,3.0,23.22
212.0,141.3,0.0,200.87360163128338,0.0,973.4,750.0,14.0,22.14
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.06
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180.0,31.35
230.0,0.0,118.3,185.7,5.8,1029.4,758.6,28.0,48.59
159.0,187.0,0.0,176.0,11.0,990.0,789.0,28.0,41.84
325.0,0.0,0.0,192.0,0.0,1063.0,783.0,28.0,66.78
446.0,17.6,79.0,162.0,14.3,967.0,712.0,14.0,32.84
116.0,0.0,0.0,192.0,0.0,909.8,891.9,28.0,24.48
139.6,209.4,0.0,192.0,0.0,909.8,891.9,3.0,23.84
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,57.23
165.0,128.5,132.1,175.5,7.6,1005.8544379453601,746.6,3.0,15.53
275.0,121.0,128.0,195.0,9.0,923.0,746.0,28.0,65.2
153.1,145.0,113.0,178.5,8.0,1001.9,688.7,28.0,41.41
190.3,0.0,125.4,166.6,7.6,1090.0,798.9,14.0,17.58
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100.0,41.37
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7.0,17.2
203.5,305.3,0.0,185.7,0.0,1064.2513820208028,775.5,28.0,56.5
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,180.0,40.93
116.0,173.0,0.0,192.0,0.0,909.8,891.9,65.02623053750773,17.6
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3.000000000000001,12.18
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.22
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3.0,11.36
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,166.03854035742836,41.94
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28.0,60.95
349.0,0.0,0.0,192.0,0.0,1003.121521949351,781.2,7.0,38.07
173.8,50.1,59.3,159.5,11.2,967.1,755.7090016683452,3.0,2.33
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100.0,36.35
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,29.73
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,14.0,35.75
359.0,19.0,141.0,154.0,10.9,939.0630136637593,801.0,7.0,25.62
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,33.0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,31.54
154.8,0.0,142.82464265424892,193.3,9.1,1047.8,696.7,28.0,54.38
165.0,128.9,132.1,175.1,8.9,1005.8,746.6,56.0,41.41
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,40.71
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28.0,40.71
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28.0,26.94
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14.0,25.02
255.0,0.0,94.0,168.0,7.0,968.0,856.0,28.0,24.1
166.8,0.0,166.8,203.5,15.0,852.1,641.0,28.0,67.57
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,14.5
249.1,0.0,98.8,155.94639031106996,12.8,987.8,889.0,3.0,12.54
480.0,0.0,0.0,192.0,0.0,936.2,716.1,28.0,21.16
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,59.49
313.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,59.09
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,23.79
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3.0,12.64
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3.0,9.01
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,44.3
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90.0,42.13
516.0,0.0,0.0,167.88735573186577,8.2,801.0,802.0,28.0,61.09
147.8,175.1,0.0,171.2,2.022413736078404,1000.0,828.5,28.0,29.59
233.8,0.0,94.6,183.8,6.7,947.0,847.0,3.0,2.33
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,57.6
182.0,0.0,122.0,170.2,8.2,1059.4,780.7,100.0,37.68
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,37.51649457096133,37.92
322.0,0.0,0.0,203.0,0.0,974.0,800.0,142.83260815885748,54.38
252.0,0.0,0.0,185.0,0.0,1111.1000189001093,784.0,28.0,28.47
190.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,52.82
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,28.0,34.67
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,39.64
139.6,209.4,0.0,192.00000000000003,0.0,1047.0,806.9,28.0,20.87
290.4,0.0,95.7,187.4,5.9,961.2,859.2,14.0,34.56
298.0,0.0,107.0,196.0,6.0,860.0,790.0,28.0,29.41
379.5,151.19999999999996,0.0,153.9,15.9,1134.3,605.0,28.0,32.01
233.0,0.0,94.0,197.0,3.9,967.0,871.0,3.0,13.82
154.0,143.0,0.0,171.0,2.0,996.1215521060409,828.0,28.0,13.71
469.0,24.0,79.0,162.1,11.6,967.1,712.2,3.0,42.03
190.3,0.0,125.2,161.9,9.9,1033.3955288147586,758.6,100.0,32.07
389.9,189.0,0.0,145.9,10.4,944.7,755.8,56.0,49.77
250.0,0.0,118.3,187.4,5.7,1040.51264902646,754.3,91.0,33.95
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28.0,60.29
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,26.05
299.8,133.7,103.3,211.5,9.9,878.2,727.6,28.0,36.35
382.0,0.0,0.0,185.73427885513195,0.0,1047.0,739.0,28.0,56.83
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,45.08
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,25.42
310.2,21.92762886132978,0.0,192.0,0.0,811.8,880.4,28.0,41.64
133.0,200.0,0.0,192.0,0.0,927.4,839.2,83.281056955711,58.78
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,57.21
153.0,102.0,0.0,192.0,0.0,888.0,943.1,90.0,65.2
298.0,0.0,107.0,164.0,11.6,967.0,712.0,7.0,20.97
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,43.58
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28.0,31.64
150.0,236.8,0.0,173.8,11.9,1069.3,674.8,109.26909623964654,25.02
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,12.25
475.0,0.0,0.0,228.0,0.0,932.0,594.0,3.0,24.4
122.6,183.9,0.0,203.5,0.0,959.2,792.5361060248309,90.0,40.71
339.0,0.0,0.0,197.0,0.0,968.0,783.0,7.0,28.63
385.0,0.0,0.0,186.0,0.0,966.0,763.0,270.0,25.22
230.0,0.0,118.3,195.7,4.6,1029.4,758.6,28.0,30.08
198.6,132.4,0.0,192.0,0.0,978.4,825.5,18.98707580022647,4.9
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,25.08
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,38.63
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,15.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,3.0,23.4
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7.0,15.36
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28.0,31.27
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3.0,7.72
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28.0,27.63
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28.0,35.96
238.2,158.8,0.0,185.7,0.0,1040.8867013899348,734.3,28.0,32.1
374.0,186.7,0.0,187.4,6.7,1026.6,724.3,28.0,60.29
213.7,164.2,0.0,185.7,0.0,1046.9,776.4,28.0,32.84
255.0,0.0,0.0,192.0,0.0,887.0,942.0,7.0,19.42
310.0,0.0,0.0,192.0,0.0,970.0,850.5,90.0,39.42
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,74.36
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.14
133.1,200.0,0.0,172.4,3.4,965.4,770.6419256212537,3.0,65.91
148.0,145.0,0.0,178.0,8.0,1002.0,689.0,28.0,17.57
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,59.49
194.7,75.4,100.5,170.2,7.8,1049.3,699.0,56.0,33.05
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56.0,36.35
212.5,0.0,0.0,159.3,8.7,1003.8,903.8,3.0,12.54
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180.0,51.86
277.0,116.0,111.0,182.0,7.0,814.0,790.0,28.0,25.69
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,40.2
166.8,0.0,0.0,203.5,0.0,935.4,781.2,7.0,27.77
325.6,0.0,0.0,170.1,8.1,1026.6,764.4,3.0,10.54
