;id;CementComponent;BlastFurnaceSlag;FlyAshComponent;WaterComponent;SuperplasticizerComponent;CoarseAggregateComponent;FineAggregateComponent;AgeInDays;Strength
1182;1182;288.0;0.0;0.0;192.0;0.0;;815.2;7.0;25.18
1183;1183;427.5;47.5;0.0;228.0;0.0;932.0;594.0;365.0;42.03
1184;1184;218.2;54.6;123.8;140.8;11.9;1075.7;792.7;14.0;35.08
1185;1185;166.8;129.9;167.0;;7.8;1006.3;692.6;28.0;27.53
1186;1186;;0.0;0.0;192.0;0.0;966.0;;90.0;55.6
1187;1187;313.0;;0.0;178.0;8.0;1002.0;689.0;28.0;55.26
1188;1188;;0.0;0.0;192.0;0.0;1085.0;821.0;;50.53
1189;1189;322.0;;0.0;181.0;0.0;968.0;812.0;28.0;27.83
1190;1190;387.0;20.0;94.0;157.0;14.3;938.0;845.0;7.0;17.6
1191;1191;190.3;0.0;125.2;166.6;9.9;1079.0;798.9;14.0;20.73
1192;1192;331.0;0.0;0.0;;0.0;978.0;825.0;7.0;14.64
1193;1193;339.0;0.0;0.0;;0.0;968.0;783.0;56.0;80.2
1194;1194;250.0;0.0;95.6;191.8;5.7;955.1;859.2;100.0;62.05
1195;1195;252.0;0.0;0.0;;0.0;1111.0;830.0;90.0;31.9
1196;1196;388.6;0.0;94.1;157.9;11.6;946.8;852.2;3.0;17.58
1197;1197;141.3;212.0;0.0;203.5;0.0;971.8;748.5;7.0;20.87
1198;1198;133.0;;0.0;192.0;0.0;927.4;839.2;3.0;32.9
1199;1199;382.5;0.0;0.0;185.7;0.0;1047.8;;28.0;12.18
1200;1200;379.5;151.2;0.0;153.9;15.9;1134.3;605.0;7.0;40.29
1201;1201;295.7;0.0;95.6;185.7;5.5;955.1;755.8;7.0;41.54
1202;1202;376.0;0.0;0.0;214.6;0.0;1003.5;762.4;28.0;66.1
1203;1203;290.2;;0.0;185.7;;998.2;704.3;7.0;25.37
1204;1204;200.0;133.0;0.0;192.0;0.0;;806.2;7.0;18.42
1205;1205;381.4;;;;0.0;1104.6;784.3;28.0;32.96
1206;1206;193.5;290.2;0.0;185.7;0.0;998.2;704.3;7.0;43.38
1207;1207;252.0;0.0;0.0;186.0;0.0;1111.0;784.0;28.0;36.45
1208;1208;238.1;0.0;0.0;185.7;0.0;1047.4;739.3;;20.28
1209;1209;475.0;;0.0;228.0;0.0;932.0;781.0;28.0;74.36
1210;1210;500.0;0.0;0.0;200.0;0.0;1100.0;820.0;28.0;44.3
1211;1211;379.5;151.2;0.0;153.9;15.9;;605.0;56.0;54.77
1212;1212;153.0;102.0;0.0;192.0;;888.0;825.0;28.0;33.49
1213;1213;;0.0;0.0;185.0;0.0;1040.0;734.0;28.0;20.87
1214;1214;397.0;0.0;0.0;186.0;0.0;1040.0;741.0;28.0;56.85
1215;1215;349.0;0.0;0.0;192.0;;;809.0;90.0;39.3
1216;1216;213.7;98.1;24.5;181.7;6.9;;;28.0;48.4
1217;1217;281.0;0.0;0.0;186.0;0.0;1104.0;774.0;28.0;39.66
1218;1218;;157.0;0.0;192.0;0.0;972.6;749.1;3.0;13.52
1219;1219;339.0;0.0;;198.0;0.0;1125.0;783.0;28.0;32.63
1220;1220;469.0;117.2;0.0;137.8;32.2;852.1;840.5;3.0;31.18
1221;1221;500.0;0.0;0.0;200.0;0.0;1125.0;613.0;270.0;55.94
1222;1222;277.2;97.8;24.5;160.7;11.2;1061.7;782.5;28.0;44.3
1223;1223;255.0;20.0;0.0;192.0;0.0;945.0;845.0;3.0;33.4
1224;1224;288.0;192.0;;;0.0;932.0;717.8;90.0;52.91
1225;1225;393.0;0.0;0.0;192.0;0.0;940.0;758.0;90.0;48.67
1226;1226;375.0;95.0;0.0;126.6;23.4;852.1;887.1;56.0;61.86
1227;1227;277.0;0.0;113.0;194.0;5.9;868.0;780.0;28.0;39.0
1228;1228;200.0;133.0;0.0;192.0;0.0;;806.2;7.0;19.01
1229;1229;295.7;0.0;0.0;171.5;8.9;955.1;859.2;7.0;11.36
1230;1230;182.0;45.2;122.0;179.6;8.0;1059.4;;100.0;61.86
1231;1231;277.1;;97.4;160.6;11.8;973.9;875.6;3.0;12.46
1232;1232;362.6;189.0;0.0;164.9;11.6;944.7;755.8;;9.56
1233;1233;212.5;0.0;100.4;159.5;8.7;1003.5;903.8;3.0;17.54
1234;1234;307.0;0.0;0.0;193.0;0.0;968.0;812.0;7.0;7.68
1235;1235;225.0;0.0;0.0;181.0;0.0;1113.0;833.0;7.0;20.08
1236;1236;425.0;106.3;0.0;153.5;16.5;852.1;887.1;56.0;66.82
1237;1237;139.6;209.4;0.0;192.0;0.0;1047.0;806.9;90.0;37.27
1238;1238;238.1;0.0;94.1;186.7;7.8;949.9;847.0;7.0;21.82
1239;1239;500.0;0.0;0.0;200.0;;1125.0;613.0;3.0;13.29
1240;1240;194.7;0.0;100.4;159.3;7.8;1003.5;903.6;56.0;26.86
1241;1241;516.0;106.3;0.0;153.5;16.0;801.0;802.6;28.0;75.5
1242;1242;376.0;0.0;0.0;214.6;2.5;1003.5;762.4;;35.57
1243;1243;500.0;0.0;0.0;192.0;0.0;1125.0;745.0;3.0;16.89
1244;1244;255.0;170.3;0.0;192.0;0.0;916.8;749.1;28.0;31.9
1245;1245;333.0;0.0;0.0;192.0;0.0;931.2;842.6;7.0;7.75
1246;1246;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;90.0;52.91
1247;1247;359.0;359.0;0.0;185.0;0.0;941.0;661.0;3.0;19.2
1248;1248;139.6;0.0;132.6;202.4;8.0;867.0;868.4;28.0;38.89
1249;1249;255.5;170.3;0.0;185.7;0.0;1026.6;724.3;28.0;55.5
1250;1250;190.7;0.0;125.4;162.1;9.9;;802.6;56.0;48.59
1251;1251;116.0;0.0;0.0;192.0;0.0;909.8;891.9;7.0;10.39
1252;1252;198.6;132.4;0.0;192.0;0.0;978.4;825.5;180.0;31.18
1253;1253;181.4;0.0;167.0;169.6;7.6;1055.6;777.8;28.0;30.23
1254;1254;192.0;288.0;0.0;192.0;;929.8;716.1;28.0;27.34
1255;1255;255.0;0.0;0.0;;0.0;932.0;808.0;90.0;41.37
1256;1256;531.3;0.0;;141.8;28.2;852.1;893.7;3.0;4.78
1257;1257;;0.0;0.0;173.0;0.0;1125.0;;180.0;79.99
1258;1258;200.0;133.7;0.0;192.0;0.0;965.4;806.9;3.0;16.11
1259;1259;250.0;0.0;95.7;187.4;5.5;956.9;861.2;14.0;24.39
1260;1260;295.7;0.0;0.0;192.0;;935.4;781.2;7.0;33.7
1261;1261;200.0;133.0;0.0;192.0;0.0;965.4;806.2;3.0;16.11
1262;1262;366.0;187.0;0.0;195.0;6.0;1023.0;729.0;28.0;26.92
1263;1263;310.0;0.0;0.0;192.0;0.0;1012.0;830.0;7.0;18.91
1264;1264;376.0;0.0;0.0;214.6;0.0;1003.5;762.4;56.0;53.77
1265;1265;313.3;262.2;0.0;175.5;8.8;1047.8;611.8;7.0;15.62
1266;1266;198.6;132.4;0.0;192.0;0.0;978.4;825.5;100.0;50.08
1267;1267;173.8;93.4;159.9;176.5;10.9;1007.3;794.9;3.0;12.73
1268;1268;342.0;38.0;0.0;228.0;0.0;932.0;670.0;90.0;39.49
1269;1269;297.2;0.0;117.5;174.8;9.5;1022.8;753.5;100.0;50.6
1270;1270;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;14.0;32.72
1271;1271;157.0;236.0;0.0;192.0;12.8;935.7;781.2;28.0;54.6
1272;1272;387.0;20.0;94.0;157.0;11.6;938.0;845.0;3.0;33.05
1273;1273;190.0;190.0;0.0;228.0;0.0;932.0;670.0;28.0;37.96
1274;1274;425.0;106.3;0.0;153.5;16.5;852.1;887.1;91.0;57.6
1275;1275;307.0;0.0;0.0;193.0;0.0;968.0;812.0;90.0;34.56
1276;1276;133.0;200.0;0.0;192.0;0.0;927.4;839.2;7.0;21.06
1277;1277;382.0;0.0;0.0;;0.0;1047.0;739.0;28.0;21.75
1278;1278;310.0;0.0;0.0;192.0;0.0;970.0;850.0;28.0;29.07
1279;1279;397.0;0.0;0.0;185.0;0.0;1040.0;;28.0;61.24
1280;1280;272.8;181.9;0.0;185.7;0.0;;714.3;28.0;26.97
1281;1281;162.0;207.0;;216.0;9.0;822.0;638.0;28.0;52.96
1282;1282;362.6;189.0;0.0;164.9;11.6;944.7;755.8;7.0;38.61
1283;1283;480.0;;0.0;192.0;0.0;936.2;712.2;3.0;16.5
1284;1284;212.1;0.0;121.6;180.3;5.7;1057.6;779.3;;33.72
1285;1285;342.0;0.0;0.0;228.0;0.0;932.0;670.0;365.0;53.52
1286;1286;528.0;0.0;0.0;185.0;6.9;920.0;720.0;28.0;22.72
1287;1287;397.0;0.0;0.0;185.7;0.0;1040.6;734.3;28.0;34.57
1288;1288;289.0;0.0;0.0;185.0;0.0;924.0;760.0;28.0;65.2
1289;1289;116.0;173.0;0.0;192.0;0.0;909.8;891.9;90.0;35.23
1290;1290;313.0;15.0;145.0;196.0;15.0;967.0;816.0;28.0;14.4
1291;1291;439.0;177.0;0.0;186.0;11.1;884.9;707.9;91.0;56.62
1292;1292;203.5;135.7;0.0;185.7;0.0;1076.2;759.3;7.0;15.42
1293;1293;349.0;0.0;0.0;192.0;0.0;968.0;806.2;90.0;30.28
1294;1294;333.0;0.0;0.0;192.0;0.0;931.2;842.6;7.0;7.68
1295;1295;425.0;106.3;0.0;151.4;18.6;936.0;803.7;28.0;50.51
1296;1296;289.0;0.0;0.0;192.0;0.0;974.0;775.0;90.0;47.1
1297;1297;277.0;0.0;0.0;191.0;0.0;968.0;856.0;28.0;73.7
1298;1298;331.0;0.0;0.0;192.0;0.0;1025.0;821.0;7.0;14.7
1299;1299;302.8;0.0;0.0;203.5;6.0;974.1;803.7;28.0;39.3
1300;1300;531.3;0.0;0.0;141.8;;852.1;893.7;56.0;59.09
1301;1301;425.0;106.3;0.0;153.5;16.5;852.1;887.1;91.0;74.7
1302;1302;246.8;0.0;125.1;143.3;0.0;1086.8;800.9;14.0;33.19
1303;1303;382.0;0.0;0.0;186.0;;;739.0;365.0;56.14
1304;1304;144.0;166.0;0.0;177.0;10.0;;721.0;28.0;56.74
1305;1305;425.0;106.3;0.0;153.5;16.5;852.1;887.1;7.0;38.7
1306;1306;333.0;0.0;0.0;;0.0;931.2;842.6;28.0;36.94
1307;1307;149.0;236.0;0.0;186.0;13.0;847.0;893.0;28.0;56.1
1308;1308;425.0;106.3;0.0;153.5;16.5;852.1;887.1;28.0;54.9
1309;1309;236.0;157.0;0.0;192.0;0.0;972.6;749.1;3.0;11.65
1310;1310;202.0;11.0;141.0;206.0;1.7;1047.0;801.0;28.0;31.81
1311;1311;210.7;316.1;0.0;185.7;0.0;977.0;689.3;7.0;13.22
1312;1312;393.0;0.0;0.0;192.0;0.0;940.6;785.6;28.0;41.3
1313;1313;469.0;117.2;0.0;137.8;32.2;852.1;840.5;91.0;66.7
1314;1314;190.0;190.0;0.0;228.0;0.0;932.0;670.0;28.0;25.57
1315;1315;252.0;0.0;0.0;185.0;0.0;1111.0;784.0;28.0;36.84
1316;1316;212.0;141.3;0.0;203.5;0.0;973.4;750.0;90.0;56.06
1317;1317;139.6;209.4;0.0;192.0;0.0;1047.0;;28.0;31.12
1318;1318;302.0;0.0;0.0;203.0;;974.0;817.0;180.0;54.9
1319;1319;277.1;;97.4;160.6;11.8;973.9;875.6;56.0;53.52
1320;1320;145.7;210.7;0.0;185.7;0.0;1076.2;676.2;;77.3
1321;1321;238.0;0.0;0.0;186.0;0.0;1119.0;789.0;28.0;37.17
1322;1322;500.0;0.0;0.0;200.0;3.0;;613.2;28.0;43.7
1323;1323;139.6;209.4;0.0;192.0;0.0;1047.0;806.9;90.0;33.7
1324;1324;362.6;189.0;0.0;164.9;11.4;;755.8;100.0;37.42
1325;1325;252.0;;0.0;185.0;0.0;1111.0;784.0;14.0;22.72
1326;1326;331.0;0.0;;192.0;0.0;1025.0;821.0;28.0;45.71
1327;1327;143.6;;132.1;182.5;8.3;842.1;803.7;28.0;33.94
1328;1328;167.0;75.4;167.0;164.0;13.6;1007.3;770.1;14.0;33.12
1329;1329;251.4;0.0;118.3;192.9;;1043.6;754.3;100.0;79.99
1330;1330;531.3;;0.0;141.8;28.2;852.1;893.7;3.0;35.3
1331;1331;393.0;0.0;0.0;192.0;0.0;940.6;785.6;90.0;46.24
1332;1332;184.0;86.0;190.0;;6.0;923.0;623.0;28.0;33.42
1333;1333;252.0;0.0;0.0;186.0;0.0;1111.0;784.0;7.0;17.24
1334;1334;250.0;0.0;95.7;187.4;5.5;956.9;861.2;28.0;32.84
1335;1335;446.0;24.0;79.0;162.0;11.6;;712.0;7.0;46.23
1336;1336;212.1;0.0;121.4;180.3;5.7;1057.6;779.3;14.0;26.77
1337;1337;323.7;282.8;0.0;185.7;0.0;941.7;;28.0;47.71
1338;1338;446.0;0.0;79.0;162.0;11.6;967.0;712.0;14.0;25.46
1339;1339;213.5;0.0;174.2;159.2;11.7;1043.6;771.9;3.0;25.57
1340;1340;250.0;0.0;0.0;173.0;0.0;1125.0;613.0;3.0;23.4
1341;1341;382.0;0.0;0.0;185.0;0.0;1047.0;739.0;7.0;17.24
1342;1342;166.8;250.2;0.0;203.5;0.0;975.6;692.6;90.0;33.7
1343;1343;192.0;288.0;0.0;192.0;0.0;929.8;716.1;90.0;37.34
1344;1344;;0.0;95.6;194.9;5.5;955.1;859.2;14.0;26.92
1345;1345;331.0;0.0;;192.0;0.0;978.0;825.0;90.0;29.39
1346;1346;500.0;0.0;0.0;200.0;5.5;1125.0;613.0;28.0;48.79
1347;1347;469.0;117.2;0.0;137.8;32.2;852.1;840.5;;61.07
1348;1348;203.5;305.3;0.0;203.5;0.0;963.4;630.0;28.0;41.24
1349;1349;525.0;0.0;0.0;189.0;0.0;;613.0;90.0;26.91
1350;1350;382.5;0.0;;185.7;0.0;1047.8;739.3;28.0;27.04
1351;1351;385.0;0.0;0.0;186.0;0.0;966.0;763.0;28.0;29.87
1352;1352;295.8;0.0;0.0;;0.0;1069.2;775.5;3.0;26.92
1353;1353;349.0;0.0;0.0;192.0;0.0;1047.0;;28.0;17.28
1354;1354;374.0;189.2;0.0;170.1;10.1;926.1;756.7;7.0;34.49
1355;1355;362.6;189.0;0.0;164.9;11.6;944.7;755.8;56.0;43.8
1356;1356;307.0;0.0;;193.0;0.0;;812.0;180.0;78.8
1357;1357;310.0;0.0;;162.0;10.9;1130.0;830.0;7.0;47.82
1358;1358;322.5;178.1;0.0;;10.0;986.8;817.2;28.0;29.55
1359;1359;288.4;121.0;0.0;177.4;7.0;907.9;;;26.97
1360;1360;349.0;0.0;0.0;192.0;0.0;1056.0;774.0;180.0;39.06
1361;1361;491.0;26.0;123.0;201.0;3.9;882.0;699.0;3.0;4.78
1362;1362;254.0;0.0;0.0;198.0;0.0;968.0;863.0;7.0;9.99
1363;1363;250.2;122.6;0.0;203.5;0.0;877.2;859.2;7.0;14.7
1364;1364;312.7;145.0;113.2;178.8;5.5;941.6;611.8;;24.1
1365;1365;310.0;0.0;0.0;192.0;;1012.0;830.0;3.0;19.11
1366;1366;304.0;76.0;0.0;228.0;0.0;932.0;670.0;180.0;44.3
1367;1367;397.0;0.0;0.0;185.7;0.0;1040.6;734.3;28.0;23.35
1368;1368;236.0;;0.0;193.0;0.0;;885.0;14.0;27.92
1369;1369;318.8;212.0;0.0;155.7;14.3;852.1;781.5;28.0;67.57
1370;1370;173.0;116.0;0.0;192.0;0.0;946.8;856.8;90.0;29.07
1371;1371;152.0;178.0;138.0;167.0;18.0;944.0;695.0;28.0;46.39
1372;1372;382.0;0.0;0.0;185.0;0.0;1047.0;739.0;28.0;43.39
1373;1373;251.8;0.0;99.9;146.1;12.2;1006.0;899.8;100.0;37.34
1374;1374;349.0;0.0;0.0;192.0;0.0;;809.0;7.0;14.14
1375;1375;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;90.0;53.52
1376;1376;116.0;173.0;0.0;192.0;0.0;909.8;891.9;28.0;21.97
1377;1377;203.5;305.3;0.0;203.5;0.0;963.4;630.0;28.0;30.57
1378;1378;446.0;24.0;79.0;162.0;11.6;967.0;712.0;7.0;55.9
1379;1379;425.0;106.3;0.0;153.5;;852.1;887.1;;75.5
1380;1380;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;180.0;39.27
1381;1381;349.0;;0.0;192.0;0.0;1047.0;806.0;3.0;12.73
1382;1382;525.0;0.0;0.0;189.0;0.0;1125.0;613.0;270.0;53.96
1383;1383;;0.0;0.0;192.0;0.0;931.2;842.6;28.0;45.85
1384;1384;350.0;0.0;0.0;186.0;0.0;;770.0;28.0;37.17
1385;1385;289.0;134.0;0.0;195.0;6.0;924.0;760.0;28.0;52.45
1386;1386;310.0;0.0;0.0;192.0;;920.0;820.0;7.0;11.96
1387;1387;480.0;0.0;0.0;192.0;0.0;936.2;712.2;;61.89
1388;1388;349.0;0.0;0.0;192.0;8.3;847.0;806.0;28.0;41.05
1389;1389;491.0;26.0;123.0;201.0;3.9;882.0;699.0;28.0;28.99
1390;1390;155.0;185.0;0.0;185.0;0.0;1026.0;695.0;28.0;25.1
1391;1391;385.0;0.0;0.0;186.0;0.0;966.0;763.0;3.0;10.22
1392;1392;203.5;305.3;0.0;203.5;0.0;963.4;630.0;90.0;52.2
1393;1393;355.9;0.0;0.0;174.8;9.1;1030.0;753.5;28.0;35.57
1394;1394;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;7.0;10.09
1395;1395;382.0;0.0;0.0;185.7;0.0;1111.6;784.3;7.0;25.42
1396;1396;250.0;0.0;95.7;187.4;5.5;956.9;861.2;28.0;68.5
1397;1397;362.6;189.0;0.0;164.9;11.6;944.7;755.8;7.0;43.89
1398;1398;116.0;173.0;0.0;192.0;0.0;838.2;856.8;28.0;68.3
1399;1399;331.0;0.0;0.0;192.0;0.0;978.0;825.0;180.0;29.55
1400;1400;296.0;0.0;106.3;;10.4;935.4;753.5;28.0;36.25
1401;1401;425.0;106.3;0.0;153.5;16.5;852.1;803.7;91.0;42.64
1402;1402;439.0;177.0;0.0;186.0;11.1;884.9;707.9;28.0;52.2
1403;1403;213.8;98.1;24.5;181.7;6.7;1066.0;785.5;3.0;32.33
1404;1404;307.0;0.0;0.0;193.0;0.0;968.0;812.0;180.0;26.31
1405;1405;339.2;0.0;0.0;185.7;0.0;1069.2;754.3;;31.27
1406;1406;446.0;0.0;94.0;;;967.0;712.0;3.0;9.99
1407;1407;337.9;;0.0;174.9;9.5;936.0;755.8;91.0;64.02
1408;1408;387.0;0.0;94.0;;14.3;938.0;;3.0;22.95
1409;1409;190.3;0.0;125.2;166.6;9.9;1079.0;798.9;14.0;22.72
1410;1410;;38.0;0.0;228.0;0.0;932.0;;3.0;11.65
1411;1411;212.0;0.0;124.8;159.0;7.8;1085.4;799.5;14.0;19.2
1412;1412;375.0;0.0;0.0;126.6;23.4;852.1;893.7;;23.79
1413;1413;246.8;0.0;125.1;143.3;12.0;1086.8;800.9;28.0;25.18
1414;1414;203.5;135.7;0.0;185.7;0.0;1076.2;759.3;7.0;15.34
1415;1415;194.7;0.0;100.5;170.2;7.5;998.0;901.8;14.0;29.87
1416;1416;165.0;0.0;143.6;163.8;0.0;1005.6;900.9;56.0;64.9
1417;1417;192.0;;0.0;192.0;0.0;929.8;716.1;90.0;36.84
1418;1418;236.0;157.0;0.0;228.0;0.0;938.2;749.1;365.0;45.7
1419;1419;277.0;0.0;0.0;191.0;0.0;968.0;856.0;28.0;46.9
1420;1420;157.0;236.0;0.0;192.0;0.0;935.4;781.2;7.0;25.56
1421;1421;182.0;45.2;122.0;170.2;;1059.4;780.7;14.0;35.23
1422;1422;158.8;259.7;0.0;185.7;6.4;852.1;655.3;28.0;29.79
1423;1423;298.1;0.0;107.0;209.7;6.1;878.4;753.5;28.0;42.13
1424;1424;102.0;288.0;0.0;;11.2;913.2;;56.0;33.4
1425;1425;385.0;0.0;0.0;186.0;0.0;966.0;763.0;3.0;11.36
1426;1426;382.0;0.0;0.0;185.0;0.0;1047.0;739.0;28.0;26.23
1427;1427;167.4;129.9;128.6;168.4;7.8;1006.3;746.6;28.0;19.54
1428;1428;307.0;0.0;0.0;193.0;0.0;968.0;812.0;;26.06
1429;1429;446.0;24.0;0.0;162.0;11.6;967.0;712.0;28.0;71.3
1430;1430;203.5;135.7;0.0;185.7;0.0;1076.2;759.3;28.0;20.59
1431;1431;362.6;189.0;0.0;164.9;11.6;944.7;755.8;56.0;73.7
1432;1432;382.0;0.0;0.0;186.0;0.0;1047.0;739.0;28.0;41.89
1433;1433;313.0;145.0;113.0;178.0;8.0;1002.0;689.0;28.0;8.49
1434;1434;218.2;0.0;123.8;140.8;11.9;1075.7;792.7;100.0;15.34
1435;1435;333.0;0.0;90.0;186.0;13.9;967.0;871.0;28.0;24.89
1436;1436;210.7;316.1;0.0;185.7;0.0;977.0;689.3;28.0;14.6
1437;1437;167.0;75.4;167.0;164.0;7.9;1007.3;770.1;28.0;61.86
1438;1438;;;24.5;181.7;6.9;1065.8;785.4;28.0;46.93
1439;1439;379.5;151.2;0.0;153.9;15.9;1134.3;605.0;28.0;55.55
1440;1440;387.0;20.0;;157.0;11.6;1145.0;845.0;3.0;33.4
1441;1441;167.0;75.4;167.0;164.0;7.9;1007.3;770.1;100.0;52.2
1442;1442;393.0;0.0;0.0;192.0;0.0;931.2;;7.0;33.4
1443;1443;102.0;153.0;0.0;192.0;;887.0;;180.0;32.63
1444;1444;149.0;183.0;0.0;194.0;9.0;1047.0;697.0;28.0;26.92
1445;1445;238.0;158.0;0.0;185.0;0.0;1040.0;734.0;28.0;26.23
1446;1446;393.0;0.0;0.0;192.0;0.0;940.6;;7.0;18.91
1447;1447;375.0;0.0;0.0;126.6;23.4;852.1;992.6;91.0;54.1
1448;1448;230.0;0.0;118.3;195.5;4.6;1029.4;758.6;100.0;54.1
1449;1449;;0.0;0.0;192.0;0.0;978.0;825.0;7.0;33.31
1450;1450;296.0;0.0;0.0;186.0;0.0;1069.0;769.0;28.0;25.51
1451;1451;331.0;0.0;0.0;192.0;0.0;1025.0;821.0;100.0;43.57
1452;1452;349.0;0.0;0.0;192.0;0.0;;806.0;365.0;73.3
1453;1453;281.0;0.0;;186.0;0.0;1104.0;774.0;7.0;21.92
1454;1454;295.0;;0.0;185.0;0.0;1055.0;769.0;28.0;52.42
1455;1455;310.0;0.0;0.0;;0.0;1012.0;830.0;28.0;31.35
1456;1456;238.2;158.8;0.0;185.7;0.0;1040.6;734.3;28.0;32.84
1457;1457;159.8;0.0;128.6;175.1;8.6;1001.9;746.6;28.0;39.49
1458;1458;288.0;192.0;0.0;192.0;0.0;;717.8;90.0;39.09
1459;1459;296.0;0.0;0.0;192.0;0.0;978.0;825.0;3.0;15.42
1460;1460;290.2;0.0;103.3;154.6;9.6;961.2;865.0;3.0;17.24
1461;1461;540.0;0.0;0.0;;10.0;;758.0;28.0;33.42
1462;1462;212.1;0.0;100.4;159.4;8.9;1007.8;903.6;3.0;23.22
1463;1463;212.0;141.3;0.0;;0.0;973.4;750.0;14.0;22.14
1464;1464;237.5;237.5;0.0;228.0;0.0;932.0;594.0;90.0;33.06
1465;1465;339.0;0.0;0.0;197.0;0.0;968.0;781.0;;31.35
1466;1466;230.0;0.0;118.3;185.7;5.8;1029.4;758.6;28.0;48.59
1467;1467;159.0;187.0;0.0;176.0;11.0;990.0;789.0;28.0;41.84
1468;1468;325.0;0.0;0.0;192.0;0.0;1063.0;783.0;28.0;66.78
1469;1469;446.0;17.6;79.0;162.0;14.3;967.0;712.0;14.0;32.84
1470;1470;116.0;0.0;0.0;192.0;0.0;909.8;891.9;28.0;24.48
1471;1471;139.6;209.4;0.0;192.0;0.0;909.8;891.9;3.0;23.84
1472;1472;380.0;0.0;0.0;228.0;0.0;932.0;670.0;270.0;57.23
1473;1473;165.0;128.5;132.1;175.5;7.6;;746.6;3.0;15.53
1474;1474;275.0;121.0;128.0;195.0;9.0;923.0;746.0;28.0;65.2
1475;1475;153.1;145.0;113.0;178.5;8.0;1001.9;688.7;28.0;41.41
1476;1476;190.3;0.0;125.4;166.6;7.6;1090.0;798.9;14.0;17.58
1477;1477;190.3;0.0;125.2;161.9;9.9;1088.1;802.6;100.0;41.37
1478;1478;200.0;0.0;0.0;180.0;;1125.0;845.0;7.0;17.2
1479;1479;203.5;305.3;0.0;185.7;0.0;;775.5;28.0;56.5
1480;1480;382.5;0.0;0.0;185.7;0.0;1047.8;739.3;180.0;40.93
1481;1481;116.0;173.0;0.0;192.0;0.0;909.8;891.9;;17.6
1482;1482;212.6;0.0;100.4;159.4;10.4;1003.8;903.8;;12.18
1483;1483;183.9;122.6;;203.5;0.0;959.2;800.0;7.0;10.22
1484;1484;331.0;0.0;0.0;192.0;0.0;1025.0;821.0;3.0;11.36
1485;1485;349.0;0.0;0.0;192.0;0.0;1047.0;806.0;;41.94
1486;1486;355.0;19.0;97.0;145.0;12.3;967.0;871.0;28.0;60.95
1487;1487;349.0;0.0;0.0;192.0;0.0;;781.2;7.0;38.07
1488;1488;173.8;50.1;59.3;159.5;11.2;967.1;;3.0;2.33
1489;1489;233.8;0.0;94.6;197.9;4.6;947.0;852.2;100.0;36.35
1490;1490;192.0;288.0;0.0;192.0;0.0;929.8;716.1;28.0;29.73
1491;1491;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;14.0;35.75
1492;1492;359.0;19.0;141.0;154.0;10.9;;801.0;7.0;25.62
1493;1493;540.0;0.0;0.0;173.0;0.0;1125.0;613.0;180.0;33.0
1494;1494;427.5;47.5;0.0;228.0;0.0;932.0;594.0;90.0;31.54
1495;1495;154.8;0.0;;193.3;9.1;1047.8;696.7;;54.38
1496;1496;165.0;128.9;132.1;175.1;8.9;1005.8;746.6;56.0;41.41
1497;1497;339.2;0.0;0.0;185.7;0.0;1069.2;754.3;28.0;40.71
1498;1498;350.0;;0.0;186.0;0.0;1050.0;770.0;28.0;40.71
1499;1499;295.0;0.0;0.0;185.0;0.0;1069.0;769.0;28.0;26.94
1500;1500;229.7;0.0;118.2;195.2;6.1;1028.1;757.6;14.0;25.02
1501;1501;255.0;;94.0;168.0;7.0;968.0;856.0;28.0;24.1
1502;1502;166.8;0.0;166.8;203.5;15.0;852.1;641.0;28.0;67.57
1503;1503;333.0;0.0;0.0;192.0;0.0;931.2;842.6;7.0;14.5
1504;1504;249.1;0.0;98.8;;12.8;987.8;889.0;3.0;12.54
1505;1505;480.0;;0.0;192.0;0.0;936.2;716.1;28.0;21.16
1506;1506;141.3;212.0;0.0;203.5;0.0;971.8;748.5;90.0;59.49
1507;1507;313.0;145.0;0.0;178.0;8.0;1002.0;689.0;28.0;59.09
1508;1508;252.0;0.0;0.0;185.0;0.0;1111.0;784.0;28.0;23.79
1509;1509;212.0;0.0;124.8;159.0;7.8;1085.4;799.5;3.0;12.64
1510;1510;500.0;0.0;0.0;200.0;0.0;;613.0;3.0;9.01
1511;1511;362.6;189.0;0.0;;11.6;944.7;755.8;28.0;44.3
1512;1512;236.0;157.0;0.0;192.0;0.0;972.6;749.1;90.0;42.13
1513;1513;516.0;0.0;0.0;;8.2;801.0;802.0;28.0;61.09
1514;1514;147.8;175.1;0.0;171.2;;1000.0;828.5;28.0;29.59
1515;1515;233.8;0.0;94.6;183.8;6.7;947.0;847.0;3.0;2.33
1516;1516;388.6;97.1;0.0;157.9;12.1;852.1;925.7;56.0;57.6
1517;1517;182.0;0.0;122.0;170.2;8.2;1059.4;780.7;100.0;37.68
1518;1518;382.0;0.0;0.0;186.0;0.0;1047.0;739.0;;37.92
1519;1519;322.0;0.0;0.0;203.0;0.0;974.0;800.0;;54.38
